ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
10909	Guaja	AXE	itapiriko	itapiriko	i t a + p i r i k o	- i - - t a + p i - r i k o	112	15736 743	STONE AXE	machado2	
11159	Amanaye	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
11260	Teko	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
11631	Wayampi	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
12026	Zoe	AXE	jɨhu	jɨhu	j ɨ + h u	- - j ɨ - - + h u	110	739 2598	AXE ?	machado1	
12276	Kaapor	AXE	ji	ji	j i	- - j i - -	110	739	AXE	machado1	
12582	Anambe	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
12799	Turiwara	AXE	itajɨ	itajɨ	i t a + j ɨ	- i - - t a + - - j ɨ - -	110	15736 739	STONE AXE	machado31	
12864	Kamajura	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
13137	Asurini_Xingu	AXE	dʒɨ	dʒɨ	dʒ ɨ	dʒ ɨ - - - - -	110	739	AXE	machado1	
13400	Ava_Canoeiro	AXE	dʒɨkʷɨga	dʒɨkʷɨga	dʒ ɨ + kʷ ɨ g a	dʒ ɨ - - - - + kʷ ɨ g a	110	739 744	AXE ?	machado1	
13629	Tupinamba	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
14028	Nheengatu	AXE	ʒi	ʒi	ʒ i	- - ʒ - - i	110	739	AXE	machado1	
14368	Tupí Austral	AXE	aʃa / ʒi	aʃa	a ʃ a	- a ʃ - - a	116	742	AXE	machado41	Borrowing from Spanish
14369	Tupí Austral	AXE	aʃa / ʒi	ʒi	ʒ i	- - ʒ - - i	110	739	AXE	machado41	
14886	Guarayo	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
15194	Siriono	AXE	ita	ita	i t a	- i - - t a	112	15736	STONE	machado3	
15516	Warazu	AXE	ði	ði	ð i	- - ð - - i	110	739	AXE	machado1	
15766	Chiriguano	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
16146	Mbya	AXE	hatʃa	hatʃa	h a tʃ a	- - h a tʃ a	116	742	AXE	machado4	Borrowing from Spanish
16504	Guarani	AXE	jɨakaŋʷa	jɨakaŋʷa	j ɨ + a k a ŋʷ a	- - j ɨ - - + a k a ŋʷ a	110	739 747	AXE ?	machado1	
16838	Old_Guarani	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
17175	Ache	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
17407	Xeta	AXE	ɲepraka / ʒeitá	ɲepraka	ɲ e p r a k a	ɲ e p r a k a	3697	1938	AXE	machado1	
17856	Tapiete	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
18185	Ñandeva	AXE	itajɨ / atʃa	itajɨ	i t a + j ɨ	i t a + - - j ɨ - -	110	15736 739	STONE AXE	machado14	
18186	Ñandeva	AXE	itajɨ / atʃa	atʃa	a tʃ a	- a - - tʃ a	116	742	AXE	machado14	Borrowing from Spanish
18307	Apapokuva	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
18372	Omagua	AXE	jɨ	jɨ	j ɨ	- - j ɨ - -	110	739	AXE	machado1	
18654	Kokama	AXE	jɨg	jɨg	j ɨ g	- - j ɨ g -	110	739	AXE	machado1	
20892	Wayoro	AXE	kuwoap	kuwoap	k u w o + a p	k u w o + - a p -	115	738 60	AXE NOMINALIZER		
21204	Kepkiriwat	AXE	tea	tea	t ea	t ea	3113	1095	AXE		
21511	Uruku	AXE	já	já	j á	- j á - - - - - -	3692	1937	AXE		
22275	Mekens	AXE	kʷɨnɨ / kʷi	kʷi	kʷ i	kʷ i - -	115	738	AXE		
23977	Aure Aura	AXE	ji	ji	j i	- - j i - -	110	739	AXE		
24050	LGA XVIII	AXE	ʒi	ʒi	ʒ i	- - ʒ - - i	110	739	AXE		
24068	Xeta	AXE	ɲepraka / ʒeitá	ʒeitá	ʒ e + i t á	ʒ e + - i - - t á	110	15736 739	STONE AXE		
24845	Mawe 1833	AXE	ɨɨha	ɨɨha	ɨː + h a	ɨː + h a	115	738 60	AXE NOMINALIZER		
15	Karo	ACAI_PALM	ɨukap	ɨukap	ɨ u k a p	ɨ u k a p	104	2600	AÇAÍ	acai	
379	Purubora	ACAI_PALM	maʃimbá	maʃimbá	m a ʃ i m/b á	- - m a ʃ i - m/b á	600	37	AÇAÍ	acai	
823	Makurap	ACAI_PALM	βiritʃa	βiritʃa	β i r i tʃ a	- - β i r i tʃ a	120	805	AÇAÍ	acai2	
1171	Wayoro	ACAI_PALM	ŋgʷiri	ŋgʷiri	n/gʷ i r i	- - n/gʷ i r - i - -	120	805	AÇAÍ	acai2	
1492	Tupari	ACAI_PALM	witʔi	witʔi	w i t ʔ i	- - w i t ʔ i -	120	805	AÇAÍ	acai2	
1885	Akuntsu	ACAI_PALM	kʷiɾi	kʷiɾi	kʷ i ɾ i	- - kʷ i ɾ i - -	120	805	AÇAÍ	acai2	
2263	Mekens	ACAI_PALM	kʷiɾi	kʷiɾi	kʷ i ɾ i	kʷ i ɾ i	120	805	AÇAÍ	acai2	
2726	Gavião	ACAI_PALM	biipkáp	biipkáp	b ii p + k á p	b ii - - p - - - - + - - k á p	122	808 2603	AÇAÍ SMALL.ROUND	acai3	
3129	Monde	ACAI_PALM	bitʃet	bitʃet	b i + tʃ e t	b i + tʃ e t	122	809 3605	AÇAÍ ?	acai	
3400	Arua	ACAI_PALM	biipkap	biipkap	b ii p + k a p	b ii - - p - - - - + - - k a p	122	808 2603	AÇAÍ SMALL.ROUND	acai3	
3723	Zoro	ACAI_PALM	biipkɨɨp	biipkɨɨp	b ii p + k ɨɨ p	b ii - - p - - - - + - - k ɨɨ p	122	808 2603	AÇAÍ SMALL.ROUND	acai3	
4239	Karitiana	ACAI_PALM	iri	iri	i r i	- - - i r i - -	120	805	AÇAÍ	acai2	
4507	Arikem	ACAI_PALM	irí	irí	i r í	- - - i r í - -	120	805	AÇAÍ	acai2	
4703	Xipaya	ACAI_PALM	manakura	manakura	m a n a + k u r a	m a n a + k u r a	84	182 183	AÇAÍ ?	acai1	
5036	Juruna	ACAI_PALM	manakúrá	manakúrá	m a n a + k ú r á	m a n a + k ú r á	84	182 183	AÇAÍ ?	acai1	
5367	Mundurukú	ACAI_PALM	wapərə̃m / asai	wapərə̃m	w a p ə r ə̃ m	w a p ə r ə̃ m	627	184	AÇAÍ	acai	
5368	Mundurukú	ACAI_PALM	wapərə̃m / asai	asai	a s a + i	- - a s - a - - + - i	121	807 18593	AÇAÍ LIQUID	acai	
5750	Kuruaya	ACAI_PALM	áporĩ	áporĩ	á p o r ĩ	- á p o r ĩ -	627	184	AÇAÍ	acai	
6051	Mawe	ACAI_PALM	wasaʔi	wasaʔi	w a s a + ʔ i	- w a s - a - - + ʔ i	121	807 18593	AÇAÍ LIQUID	acai5	
6718	Parakana	ACAI_PALM	ʃoʃɨar	ʃoʃɨar	ʃ o ʃ ɨa r	ʃ o ʃ ɨa r - - -	101	675	AÇAÍ	acai4	
7071	Asurini_Tocantins	ACAI_PALM	tsotsɨari	tsotsɨari	ts o ts ɨa r i	ts o ts ɨa r i - -	101	671	AÇAÍ	acai4	
7306	Surui_Aikewara	ACAI_PALM	pinuwa	pinuwa	p i n u w a	p i n u w - - a -	123	810	AÇAÍ	acai	
8244	Guajajara	ACAI_PALM	waʃaʔi	waʃaʔi	w a ʃ a + ʔ i	- w a ʃ - a - - + ʔ i	121	807 18593	AÇAÍ LIQUID	acai5	
8829	Parintintin	ACAI_PALM	pinoβiʔɨp	pinoβiʔɨp	p i n o β i ʔ + ɨ p	p i n o β - - i ʔ + ɨ p	123	810 254	? FRUIT	acai	
9193	Amondawa	ACAI_PALM	dʒɨdʒɨw	dʒɨdʒɨw	dʒ ɨ dʒ ɨ w	dʒ ɨ dʒ ɨ w -	124	806	AÇAÍ	acai3	
10546	Arawete	ACAI_PALM	atʃaʔɨ	atʃaʔɨ	a tʃ a + ʔ ɨ	- - a tʃ - a - + ʔ ɨ	121	807 18593	AÇAÍ LIQUID	acai5	
11261	Teko	ACAI_PALM	wasei	wasei	w a s e + i	- w a s - e - - + - i	121	807 18593	AÇAÍ LIQUID	acai	
11632	Wayampi	ACAI_PALM	waseí	waseí	w a s e + í	- w a s - e - - + - í	121	807 18593	AÇAÍ LIQUID	acai5	
12277	Kaapor	ACAI_PALM	wasai	wasai	w a s + ai	- w a s - - - - + - ai	121	807 36	AÇAÍ ?	acai5	
14029	Nheengatu	ACAI_PALM	wasaiiwa	wasaiiwa	w a s a i + i w a	w a s a i + i w a	121	807 6941	AÇAÍ FRUIT	acai	
16147	Mbya	ACAI_PALM	araʃi	araʃi	a r a ʃ i	a r a ʃ - i - -	121	807	AÇAÍ	acai	
16505	Guarani	ACAI_PALM	jasaiʔɨ	jasaiʔɨ	j a s ai + ʔ ɨ	- j a s - ai - - + ʔ ɨ	121	807 18593	AÇAÍ LIQUID	acai5	
19584	Guaja	ACAI_PALM	jahará	jahará	j a h a r á	- j a h - a r á	121	807	AÇAÍ		
20337	Kampe	ACAI_PALM	kʷiri	kʷiri	kʷ i r i	- - kʷ i r i - -	120	805	AÇAÍ		
20542	Asurini_Xingu	ACAI_PALM	nidzoara	nidzoara	n i dz oa r a	n i dz oa r a - -	119	2601	AÇAÍ		
21345	Warazu	ACAI_PALM	dʒudʒiva	dʒudʒiva	dʒ u dʒ i v a	dʒ u dʒ i v a	124	806	AÇAÍ		Apparently a lowan from a Kagwahiv language
21609	Apiaka	ACAI_PALM	iwa / suwaʔi	iwa	i w a	- i - - w - - a -	123	810	AÇAÍ		
21610	Apiaka	ACAI_PALM	iwa / suwaʔi	suwaʔi	s u w a + ʔ i	- - s u w - - a - + ʔ i	123	810 18593	AÇAÍ LIQUID		
21619	Cinta-Larga	ACAI_PALM	mbíípkap	mbíípkap	m/b íí p + k a p	b íí - - p - - - - + - - k a p	122	808 2603	AÇAÍ SMALL.ROUND		
22491	Surui-Paiter	ACAI_PALM	bibaa	bibaa	b iː b + aa	b iː b + aa	122	808 3594	AÇAÍ ?		
22675	Zoe	ACAI_PALM	sehi	sehi	s e h i	- - - s - e h i	121	807	AÇAÍ		
23654	Açuã Tupi	ACAI_PALM	dʒudibɛ	dʒudibɛ	dʒ u d i b ɛ	dʒ u d i b ɛ	124	806	AÇAÍ		
26493	Tembe	ACAI_PALM	uasaʔi	uasaʔi	ua s a + ʔ i	- u a s - a - - + ʔ i	121	807 18593	AÇAÍ LIQUID		
16	Karo	BACK	pereʔtep	pereʔtep	p e r e ʔ t e p	p e r e ʔ t e p	4247	2609	BACK	costas	
380	Purubora	BACK	ʒakaã	ʒakaã	ʒ a k aã	ʒ a - - k aã - - - -	4244	2606	BACK	costas	
824	Makurap	BACK	watpja / ɨro	watpja	w a t + p ia	- - - w a - - - - t + - p ia	4242	2605 2602	BACK ?	costas75	
825	Makurap	BACK	watpja / ɨro	ɨro	ɨ r o	- ɨ r o - - - -	130	849	BACK	costas75	
1172	Wayoro	BACK	ukatawk / mapit	ukatawk	u k a t au k	u k a t au k	4246	2608	BACK	costas	
1173	Wayoro	BACK	ukatawk / mapit	mapit	m a p i t	m a - - - - - p i t	4242	2605	BACK	costas	
1493	Tupari	BACK	et	et	e t	e t	134	854	BACK	costas	
1886	Akuntsu	BACK	boro	boro	b o r o	b o r o - - - -	130	849	BACK	costas8	
2264	Mekens	BACK	akʷatpe	akʷatpe	a kʷ a t + p e	- a - kʷ a - - - - t + - p e	4242	2605 2602	BACK ?	costas1	
2727	Gavião	BACK	tsahbéè	tsahbéè	ts a h + b é è	ts a h + - - - - - - - b é è	4240	733 850	? BACK	costas1	
3130	Monde	BACK	βaabe	βaabe	β aː + b e	β aː - + - - - - - - - b e -	4240	733 850	? BACK	costas1	
3905	Surui-Paiter	BACK	abe	abe	a b e	- a - - - - - b e -	129	850	BACK	costas1	
4240	Karitiana	BACK	okɨtɨ	okɨtɨ	o k ɨ t ɨ	o k ɨ t ɨ - -	132	852	BACK	costas6	
4508	Arikem	BACK	ɨro	ɨro	ɨ r o	- ɨ r o - - - -	130	849	BACK	costas5	
4704	Xipaya	BACK	aze	aze	a z e	a z e - -	131	853	BACK	costas3	
5369	Mundurukú	BACK	əkpi	əkpi	ə k p i	- ə - - k - - p i -	129	850	BACK	costas1	
5751	Kuruaya	BACK	ko	ko	k o	- - - - k o - - - -	1309	2106	BACK	costas9	
6052	Mawe	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
6719	Parakana	BACK	apẽ	apẽ	a p ẽ	- a - - - - - p ẽ -	129	850	BACK	costas1	
7072	Asurini_Tocantins	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
7307	Surui_Aikewara	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
7642	Tapirape	BACK	ãpe	ãpe	ã p e	- ã - - - - - p e -	129	850	BACK	costas1	
7914	Tembe	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
8245	Guajajara	BACK	ikupe	ikupe	i k u p e	- i - - k u - p e -	129	850	BACK	costas1	
8578	Apiaka	BACK	kupəa	kupəa	k u p əa	- - - - k u - p əa -	129	850	BACK	costas1	
8830	Parintintin	BACK	kupea	kupea	k u p ea	- - - - k u - p ea -	129	850	BACK	costas1	
9194	Amondawa	BACK	kupea	kupea	k u p ea	- - - - k u - p ea -	129	850	BACK	costas1	
9496	Tenharim	BACK	kupea	kupea	k u p ea	- - - - k u - p ea -	129	850	BACK	costas1	
9958	Urueuwauwau	BACK	kupea	kupea	k u p ea	- - - - k u - p ea -	129	850	BACK	costas1	
10307	Kayabi	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
10547	Arawete	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
10910	Guaja	BACK	jamete	jamete	j a m e t e	j a m e t e	133	851	BACK	costas2	
11262	Teko	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
11633	Wayampi	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
12027	Zoe	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
12278	Kaapor	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
12583	Anambe	BACK	kupa	kupa	k u p a	- - - - k u - p a -	129	850	BACK	costas1	
12865	Kamajura	BACK	ʔape	ʔape	ʔ a p e	ʔ a - - - - - p e -	129	850	BACK	costas1	
13138	Asurini_Xingu	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
13401	Ava_Canoeiro	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
13630	Tupinamba	BACK	aseja	aseja	a s e j a	a s e j a	131	853	BACK	costas3	
14030	Nheengatu	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
14370	Tupí Austral	BACK	kope	kope	k o p e	k o - - - - - p e -	129	850	BACK	costas1	
14640	Yuki	BACK	kite	kite	k i t e	k i t e - - - - - -	129	850	BACK	costas4	
14887	Guarayo	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
15195	Siriono	BACK	asõj	asõj	a s õ j	a s õ j -	131	853	BACK	costas3	
15517	Warazu	BACK	aɨpi	aɨpi	aɨ p i	- aɨ - - - - - p i -	129	850	BACK	costas1	
15767	Chiriguano	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
16148	Mbya	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
16506	Guarani	BACK	ape	ape	a p e	- a - - - - - p e -	129	850	BACK	costas1	
16839	Old_Guarani	BACK	atsej	atsej	a ts e j	a ts e j -	131	853	BACK	costas3	
17176	Ache	BACK	pɨtʃe	pɨtʃe	p ɨ tʃ e	p ɨ tʃ e - - - -	4239	1107	BACK	costas4	
17408	Xeta	BACK	kobe	kobe	k o b e	- - - - k o - b e -	129	850	BACK	costas1	
17857	Tapiete	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
18187	Ñandeva	BACK	tukupe	tukupe	t u + k u p e	t u + - - - - k u - p e -	129	1110 850	? BACK	costas1	
18308	Apapokuva	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK	costas1	
18373	Omagua	BACK	jatukupɪ	jatukupɪ	j a t u + k u p ɪ	j a t u + - - - - k u - p ɪ -	4243	1113 850	? BACK	costas1	
18655	Kokama	BACK	jatukupe	jatukupe	j a t u + k u p e	j a t u + - - - - k u - p e -	4243	1113 850	? BACK	costas1	
20764	Aweti	BACK	apé	apé	a p é	- a - - - - - p é -	129	850	BACK		
21457	Uruku	BACK	veretéb	veretéb	v e r e t é b	v e r e - t é b	4247	2609	BACK		
22063	Kepkiriwat	BACK	toko	toko	t o k o	- - t o k o - - - -	1309	2106	BACK		
22206	Kampe	BACK	tatsuapi	tatsuapi	t a ts u + a p i	t a ts u + a p i	3936	1113 2602	BACK ?		
24051	LGA XVIII	BACK	kupe	kupe	k u p e	- - - - k u - p e -	129	850	BACK		
17	Karo	BABAÇU_Attalea_speciosa	maʔtek	maʔtek	m a ʔ t e k	m a ʔ t e k	128	841	BABAÇU	babacu	
2728	Gavião	BABAÇU_Attalea_speciosa	bátsep	bátsep	b á ts e p	b á ts e p	127	840	BABAÇU	babacu	
5371	Mundurukú	BABAÇU_Attalea_speciosa	kosə́da	kosə́da	k o s ə́ + d a	k o s ə́ + d a	5195	185 336	BABAÇU CLASSIFIER.SEED	babacu	
5752	Kuruaya	BABAÇU_Attalea_speciosa	kósila	kósila	k ó s ɪ + l a	k ó s ɪ + l a	5195	185 336	BABAÇU CLASSIFIER.SEED	babacu	
6053	Mawe	BABAÇU_Attalea_speciosa	kɨha	kɨha	k ɨ h a	- - - - k ɨ h a	3356	1445	BABAÇU	babacu	
6720	Parakana	BABAÇU_Attalea_speciosa	inata	inata	i n a t a	i n a t a - - - -	126	839	BABAÇU	babacu	
10548	Arawete	BABAÇU_Attalea_speciosa	natãʔi	natãʔi	n a t ã ʔ i	- n a t ã ʔ i - -	126	839	BABAÇU	babacu	
13631	Tupinamba	BABAÇU_Attalea_speciosa	ʔɨβawasu	ʔɨβawasu	ʔ ɨ β a + w a s u	ʔ ɨ β a + - - - w a s - u - -	1917	2251 1650	FRUIT BIG	babacu	
16031	Jora	BABAÇU_Attalea_speciosa	nikúʃi	nikúʃi	n i k ú ʃ i	n i - - k ú ʃ i	3354	1443	BABAÇU	babacu	
18911	Juruna	BABAÇU_Attalea_speciosa	arami	arami	a r + a m i	a r + a m i	3355	1444 962	? BABAÇU		
19164	Omagua	BABAÇU_Attalea_speciosa	amɨwa	amɨwa	a m ɨ + w a	a m ɨ + w a	962	962 583	BABAÇU ?		
19332	Asurini_Tocantins	BABAÇU_Attalea_speciosa	inatá	inatá	i n a t á	i n a t á - - - -	126	839	BABAÇU		
19589	Guaja	BABAÇU_Attalea_speciosa	waʔĩ	waʔĩ	w a ʔ ĩ	- w a - - ʔ ĩ - -	126	839	BABAÇU		
19634	Kokama	BABAÇU_Attalea_speciosa	amɨtsara	amɨtsara	a m ɨ + ts a r a	a m ɨ + ts a r a	962	962 582	BABAÇU ?		
20476	Makurap	BABAÇU_Attalea_speciosa	ora	ora	o r a	o r a	2857	417	BABAÇU		
20546	Asurini_Xingu	BABAÇU_Attalea_speciosa	pindaw	pindaw	p i n d a w	p i n d a w -	2845	581	BABAÇU		
21593	Kaapor	BABAÇU_Attalea_speciosa	jatahu	jatahu	j a t a + h u	j a t a + h u	126	839 1649	BABAÇU BIG		
22019	Piripkura	BABAÇU_Attalea_speciosa	inatauhúa	inatauhúa	i n a t a + u h ú	i n a t a - - - - + - u h ú - - - -	126	839 1649	BABAÇU BIG		
23159	Surui-Paiter	BABAÇU_Attalea_speciosa	pahaβà	pahaβà	p a h a β à	p a h a β  à	4503	2921	BABAÇU		
23791	Surui_Aikewara	BABAÇU_Attalea_speciosa	pinowa	pinowa	p i n o w a	p i n - o w a	2845	581	BABAÇU		
25208	Tupari	BABAÇU_Attalea_speciosa	sɨra era:t	sɨra era:t	s ɨ r a + e r aː  t	s ɨ r a + e r aː  t	1917	2251 1653	COCONUT BIG		
26488	Guajajara	BABAÇU_Attalea_speciosa	wahu	wahu	w a h u	- w a - - h u - -	126	839	BABAÇU		
18	Karo	BAD_OR_EVIL	járo tʃak top	járo tʃak top	j á r o + tʃ a k + t o p	j á - - r o - - - + tʃ a - k - - + - - - t o p - -	135	910 915 909	BAD _bad _bad	maumalruim	
381	Purubora	BAD_OR_EVIL	eperetete / pere / wejop	eperetete	e p e r e t e t e	- - e p e r e t e t e	141	913	BAD	maumalruim	
718	Ramarama	BAD_OR_EVIL	septem	septem	s e p t e m	- s e p - t - e m	4572	3004	BAD	maumalruim	Also means 'ugly'
826	Makurap	BAD_OR_EVIL	ɨro	ɨro	ɨ r o	- ɨ - - r o - - -	4571	3002	BAD	maumalruim	
1174	Wayoro	BAD_OR_EVIL	ŋʷẽm	ŋʷẽm	ŋʷ ẽ m	ŋʷ ẽ m	140	912	BAD	maumalruim	
1494	Tupari	BAD_OR_EVIL	eropʔa	eropʔa	e r o p ʔ a	- e - - r o p ʔ a	4574	3009	BAD	maumalruime	
1887	Akuntsu	BAD_OR_EVIL	iw	iw	i w	- - i - - - - w	136	909	BAD	maumalruimf	
2566	Cinta-Larga	BAD_OR_EVIL	ret	ret	r e t	- - - - r e - t -	4570	3000	BAD	maumalruimc	
2729	Gavião	BAD_OR_EVIL	tsot	tsot	ts o t	ts o - t - -	142	915	BAD	maumalruimc	
3131	Monde	BAD_OR_EVIL	tsutan	tsutan	ts u t a n	- ts - - u t - a n	142	3004	BAD	maumalruimc	
3906	Surui-Paiter	BAD_OR_EVIL	ɲã́t	ɲã́t	ɲ ã́ t	ɲ ã́ t	140	912	BAD	maumalruim	
4705	Xipaya	BAD_OR_EVIL	meu	meu	m eu	m eu - -	144	917	BAD	maumalruim	
5037	Juruna	BAD_OR_EVIL	meũ	meũ	m eũ	m eũ - -	144	917	BAD	maumalruim	
5372	Mundurukú	BAD_OR_EVIL	ʃipatɲɨ	ʃipatɲɨ	ʃ i p a t ɲ ɨ	- ʃ i p a t ɲ ɨ -	4575	3010	BAD	maumalruimd	
6054	Mawe	BAD_OR_EVIL	inakʷatʔi	inakʷatʔi	i n a kʷ a t ʔ i	- i n a kʷ a t ʔ i	4573	3008	BAD	maumalruim1	
6721	Parakana	BAD_OR_EVIL	awajpaw / poʃɨgoho	awajpaw	a w ai p a w	a w ai - - p a w	136	909	BAD	maumalruimb4	
6722	Parakana	BAD_OR_EVIL	awajpaw / poʃɨgoho	poʃɨgoho	p o ʃ ɨ g o h o	- p o ʃ ɨ g o - h o	2026	8339	HEAVY	maumalruimb4	
7308	Surui_Aikewara	BAD_OR_EVIL	penur	penur	p e n u r	- - - p - - e n u r -	141	913	BAD	maumalruima	
7643	Tapirape	BAD_OR_EVIL	ɑ̃ip	ɑ̃ip	ɑ̃i p	- - ɑ̃i - - p - -	136	909	BAD	maumalruim2	
7915	Tembe	BAD_OR_EVIL	pujhɨ / aib	pujhɨ	p u dʒʰ ɨ	- p u - dʒʰ ɨ - -	2026	8339	HEAVY	maumalruim42	
7916	Tembe	BAD_OR_EVIL	pujhɨ / aib	aib	ai b	- - ai - - b - -	136	909	BAD	maumalruim42	
8246	Guajajara	BAD_OR_EVIL	aiw	aiw	ai w	- - ai - - - - w	136	909	BAD	maumalruim2	
8579	Apiaka	BAD_OR_EVIL	hãn / ɲiõr̃owĩ	hãn	h ã n	h ã n	140	912	BAD	maumalruim9	
8580	Apiaka	BAD_OR_EVIL	hãn / ɲiõr̃owĩ	ɲiõr̃owĩ	ɲ i õ r̃ o w ĩ	ɲ i - õ r̃ o w ĩ -	135	910	BAD	maumalruim9	
8831	Parintintin	BAD_OR_EVIL	tirũa	tirũa	t i r ũa	t i - - r ũa - - -	4571	3002	BAD	maumalruim9	
9497	Tenharim	BAD_OR_EVIL	tirũa	tirũa	t i r ũa	t i - - r ũa - - -	4571	3002	BAD	maumalruim9	
10831	Anambe Ehrenreich	BAD_OR_EVIL	 (i)puʃi	puʃi	p u ʃ i	- p u ʃ i - - - - -	2026	8339	HEAVY	maumalruim4	
10911	Guaja	BAD_OR_EVIL	mɨnɨhɨ̃	mɨnɨhɨ̃	m ɨ n ɨ h ɨ̃	m ɨ n ɨ - - - h ɨ̃	137	911	BAD	maumalruim3	
11263	Teko	BAD_OR_EVIL	aip / pojɨhɨ	aip	ai p	- - ai - - p - -	136	909	BAD	maumalruim2	
11634	Wayampi	BAD_OR_EVIL	ai	ai	ai	- - ai - - - - -	136	909	BAD	maumalruim2	
12028	Zoe	BAD_OR_EVIL	ahɨ	ahɨ	a h ɨ	- a h ɨ - - - - -	136	909	BAD	maumalruim2	
12279	Kaapor	BAD_OR_EVIL	ai	ai	ai	- - ai - - - - -	136	909	BAD	maumalruim2	
12584	Anambe	BAD_OR_EVIL	aru	aru	a r u	- a - - r u - - -	135	910	BAD	maumalruim	
13139	Asurini_Xingu	BAD_OR_EVIL	aip	aip	ai p	- - ai - - p - -	136	909	BAD	maumalruim2	
13402	Ava_Canoeiro	BAD_OR_EVIL	aɨw	aɨw	aɨ w	- - aɨ - - - - w	136	909	BAD	maumalruim2	
13632	Tupinamba	BAD_OR_EVIL	aiβ	aiβ	ai β	- - ai - - β - -	136	909	BAD	maumalruim2	
14031	Nheengatu	BAD_OR_EVIL	puʃi	puʃi	p u ʃ i	- p u ʃ i - - - - -	2026	8339	HEAVY	maumalruim4	
14371	Tupí Austral	BAD_OR_EVIL	a(h)iva	aiva	a i v a	a i v a	136	909	BAD	maumalruim2	
14641	Yuki	BAD_OR_EVIL	etiãbete	etiãbete	e t iã b e t e	e t iã b e - - t e - -	141	913	BAD	maumalruim5	
14888	Guarayo	BAD_OR_EVIL	napõrãj	napõrãj	n a + p õ r ã + j	- - - n a + p õ r ã - + j - -	4555	2988 1413 2989	NEGATION BEAUTIFUL NEGATION	maumalruim6	
15196	Siriono	BAD_OR_EVIL	ikʷã	ikʷã	i kʷ ã	i kʷ ã	146	920	BAD	maumalruim7	
15768	Chiriguano	BAD_OR_EVIL	póʃɨ	póʃɨ	p ó ʃ ɨ	- p ó ʃ ɨ - - - - -	2026	8339	HEAVY	maumalruim4	
16032	Jora	BAD_OR_EVIL	dádtʃa	dádtʃa	d á d tʃ a	- d - - á d tʃ a -	138	914	BAD	maumalruim	
16149	Mbya	BAD_OR_EVIL	ai	ai	ai	- - ai - - - - -	136	909	BAD	maumalruim2	
16507	Guarani	BAD_OR_EVIL	vai	vai	v ai	- v ai - - - - -	136	909	BAD	maumalruim2	
16840	Old_Guarani	BAD_OR_EVIL	ai	ai	ai	- - ai - - - - -	136	909	BAD	maumalruim2	
17177	Ache	BAD_OR_EVIL	butʃã / prandʒa	butʃã	b u tʃ ã	- b u tʃ - ã - - - -	2026	8339	HEAVY	maumalruim4	
17637	Kaiowa	BAD_OR_EVIL	βai	βai	β ai	- - - - - β ai -	136	909	BAD	maumalruim2	
17858	Tapiete	BAD_OR_EVIL	ɲarõ	ɲarõ	ɲ a r õ	ɲ a - - r õ - - -	135	910	BAD	maumalruim8	
