ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
10954	Guajá	DIE	manũ	manũ	m a n ũ	- m a n ũ	636	4510	DIE	morrer1	
11330	Teko	DIE	manõ	manõ	m a n õ	- m a n õ	636	4510	DIE	morrer1	
11721	Wayampi	DIE	manũ	manũ	m a n ũ	- m a n ũ	636	4510	DIE	morrer1	
12073	Zo'e	DIE	amano	amano	a m a n o	a m a n o	636	4510	DIE	morrer1	
12335	Ka'apor	DIE	manõ	manõ	m a n õ	- m a n õ	636	4510	DIE	morrer1	
12626	Anambe	DIE	manũ	manũ	m a n ũ	- m a n ũ	636	4510	DIE	morrer1	
12916	Kamajura	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
13189	Asuriní Xingu	DIE	manũ	manũ	m a n ũ	- m a n ũ	636	4510	DIE	morrer1	
13444	Avá Canoeiro	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
13708	Tupinambá	DIE	manõ	manõ	m a n õ	- m a n õ	636	4510	DIE	morrer1	
14096	Nheengatu	DIE	manũ	manũ	m a n ũ	- m a n ũ	636	4510	DIE	morrer1	
14683	Yuki	DIE	omano	omano	o m a n o	o m a n o	636	4510	DIE	morrer1	
14942	Guarayo	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
15260	Siriono	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
15562	Warazu	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
15816	Chiriguano	DIE	mãno	mãno	m ã n o	- m ã n o	636	4510	DIE	morrer1	
16216	Mbya	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
16569	Guaraní	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
16909	Old Guaraní	DIE	manõ	manõ	m a n õ	- m a n õ	636	4510	DIE	morrer1	
17212	Ache	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
17458	Xeta	DIE	meno	meno	m e n o	- m e n o	636	4510	DIE	morrer1	
17677	Kaiowa	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
17918	Tapiete	DIE	mano	mano	m a n o	- m a n o	636	4510	DIE	morrer1	
18426	Omagua	DIE	umanu	umanu	u m a n u	u m a n u	636	4510	DIE	morrer1	
18710	Kokama	DIE	umanu	umanu	u m a n u	u m a n u	636	4510	DIE	morrer1	
6126	Mawe	DIG	pan	pan	p a n	p a n -	4181	2552	DIG	cavar	
6796	Parakana	DIG	wɨkaj	wɨkaj	w ɨ + k ai	w ɨ + k ai	645	4578 14	EARTH DIG	cavar	
7372	Surui-Aikewara	DIG	hɨwɨkaj	hɨwɨkaj	h ɨ w ɨ + k ai	h ɨ w ɨ + k ai	645	4578 14	EARTH DIG	cavar12	
8905	Parintintin	DIG	ɨwikoj	ɨwikoj	ɨ w i + k oi	ɨ w i + k oi	645	4578 14	EARTH DIG	cavar12	
9242	Amondawa	DIG	ɨwikoj	ɨwikoj	ɨ w i + k oi	ɨ w i + k oi	645	4578 14	EARTH DIG	cavar12	
9557	Tenharim	DIG	ɨwikoj	ɨwikoj	ɨ w i + k oi	ɨ w i + k oi	645	4578 14	EARTH DIG	cavar12	
10352	Kayabi	DIG	wɨwɨkoj	wɨwɨkoj	w ɨ w ɨ + k oi	w ɨ w ɨ + k oi	645	4578 14	EARTH DIG	cavar12	
10602	Araweté	DIG	karu	karu	k a r u	k a r u -	649	4579	DIG	cavar	
11331	Teko	DIG	wɨka / kuarog / kanaɲ	wɨka	w ɨ k a	- - - w ɨ k a - -	645	4578	DIG	cavar	
11332	Teko	DIG	wɨka / kuarog / kanaɲ	kuarog	k ua r o g	k ua r o g	649	4579	DIG	cavar	
11333	Teko	DIG	wɨka / kuarog / kanaɲ	kanaɲ	k a n a ɲ	k a n a ɲ	652	4583	DIG	cavar	
11722	Wayampi	DIG	pɨkõy / polo	pɨkõy	p ɨ + k õi	p ɨ  + k õi	645	4578 14	EARTH DIG	cavar	
11723	Wayampi	DIG	pɨkõy / polo	polo	p o l o	p o l o	646	4576	DIG	cavar	
13709	Tupinambá	DIG	ɨβɨkoj	ɨβɨkoj	ɨ β ɨ + k oi	ɨ β ɨ + k oi	645	4578 14	EARTH DIG	cavar12	
15261	Siriono	DIG	ibikoj	ibikoj	i b i + k oi	i b i + k oi	645	4578 14	EARTH DIG	cavar12	
16910	Old Guaraní	DIG	ahɨβɨkoj	ahɨβɨkoj	a h ɨ β ɨ + k oi	a h ɨ β ɨ + k oi	645	4578 14	EARTH DIG	cavar	
17919	Tapiete	DIG	dʒoʔo	dʒoʔo	dʒ o ʔ o	dʒ o ʔ o	650	4581	DIG	cavar	
18427	Omagua	DIG	ʃukaj	ʃukaj	ʃ u k ai	ʃ u k ai	645	14	DIG	cavar	
19106	Guaraní	DIG	joʔo	joʔo	j o ʔ o	j o ʔ o	650	4581	DIG		
19362	Asuriní Tocantins	DIG	iwɨkai	iwɨkai	i w ɨ + k ai	i w ɨ + k ai	645	4578 14	EARTH DIG		
19980	Guarayo	DIG	võrõi	võrõi	v õ r õi	v õ r õi	650	4581	DIG		
19994	Ache	DIG	wɨko	wɨko	w ɨ + k o	w ɨ + k o	645	4578 14	EARTH DIG		
21605	Ka'apor	DIG	pɪkũj	pɪkũj	p ɪ  + k ũi	p ɪ  + k ũi	645	4578 14	EARTH DIG		
21677	Apiaka	DIG	ɨwɨko	ɨwɨko	ɨ w ɨ + k o	ɨ w ɨ + k o	645	4578 14	EARTH DIG		
22327	Zo'e	DIG	pukãj	pukãj	p u + k ãi	p u + k ãi	645	4578 14	EARTH DIG		
22577	Avá Canoeiro	DIG	jok	jok	j o k	j o k	650	2464	DIG		
22720	Warazu	DIG	ðóʔo	 ðóʔo	ð ó ʔ o	ð ó ʔ o	650	4581	DIG		
24289	Nheengatu	DIG	pikũj	pikũj	p i + k ũi	p i + k ũi	645	4578 14	EARTH DIG		
25415	Chiriguano	DIG	dʒoo	dʒoo	dʒ oː	dʒ oː	650	4581	DIG		
25981	Tembe	DIG	ikəj	ikəj	i k ə j	i k ə j	2750	14	DIG	cavar2	
27099	Yuki	DIG	sibikió	sibikió	s i b i k i ó	s i b i k i ó	6109	4781	DIG		
6127	Mawe	DIRTY	hawiu	hawiu	h a w iu	h a w iu	663	4624	DIRTY	sujo2	
6797	Parakana	DIRTY	pion	pion	p io n	- - p io n	660	4620	DIRTY	sujo5	
7373	Surui-Aikewara	DIRTY	pisuʔum	pisuʔum	p i s u ʔ u m	p i s u ʔ u m	662	4628	DIRTY	sujo	
7691	Tapirapé	DIRTY	kɨʔã	kɨʔã	k ɨ ʔ ã	- - k ɨ ʔ ã -	659	4619	DIRTY	sujo1	
7980	Tembe	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
8310	Guajajara	DIRTY	hawa	hawa	h a w a	h a w a	663	4624	DIRTY	sujo2	
8633	Apiaka	DIRTY	ʔɨhaw	ʔɨhaw	ʔ ɨ h a w	- - ʔ ɨ h a w	659	4619	DIRTY	sujo	
8906	Parintintin	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
9243	Amondawa	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
9558	Tenharim	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
10005	Urueuwauwau	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
10353	Kayabi	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
11334	Teko	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
11725	Wayampi	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
12074	Zo'e	DIRTY	itʃɨʔe	itʃɨʔe	i tʃ ɨ ʔ e	- i tʃ ɨ ʔ e -	659	4619	DIRTY	sujo1	
12336	Ka'apor	DIRTY	ʃiʔa	ʃiʔa	ʃ i ʔ a	- - ʃ i ʔ a -	659	4619	DIRTY	sujo1	
12627	Anambe	DIRTY	kɨʔã	kɨʔã	k ɨ ʔ ã	- - k ɨ ʔ ã -	659	4619	DIRTY	sujo1	
13190	Asuriní Xingu	DIRTY	ɨaw	ɨaw	ɨa w	ɨa w	664	4621	DIRTY	sujo1	
13445	Avá Canoeiro	DIRTY	kɨa	kɨa	k ɨa	- - - - k ɨa -	659	4619	DIRTY	sujo1	
13711	Tupinambá	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
14097	Nheengatu	DIRTY	kia	kia	k ia	- - - - k ia -	659	4619	DIRTY	sujo1	
14684	Yuki	DIRTY	erõ	erõ	e r õ	- e - - r õ -	661	4622	DIRTY	sujo3	
14943	Guarayo	DIRTY	ɨpɨi	ɨpɨi	ɨ p ɨi	- ɨ p ɨi -	660	4620	DIRTY	sujo	
15262	Siriono	DIRTY	kia	kia	k ia	- - - - k ia -	659	4619	DIRTY	sujo1	
15563	Warazu	DIRTY	kíʔa	kíʔa	k í ʔ a	- - k í ʔ a -	659	4619	DIRTY	sujo1	
15817	Chiriguano	DIRTY	kɨa	kɨa	k ɨa	- - - - k ɨa -	659	4619	DIRTY	sujo1	
16217	Mbya	DIRTY	ɨkɨʔa	ɨkɨʔa	ɨ k ɨ ʔ a	- ɨ k ɨ ʔ a -	659	4619	DIRTY	sujo1	
16570	Guaraní	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
16911	Old Guaraní	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
17213	Ache	DIRTY	adʒubutʃã / kiaʔa	adʒubutʃã	a dʒ u b u tʃ ã	a dʒ u b u tʃ ã	666	4625	DIRTY	sujo	
17459	Xeta	DIRTY	ɲaguro	ɲaguro	ɲ a g u r o	ɲ a g u r o -	661	4622	DIRTY	sujo	
17678	Kaiowa	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
17920	Tapiete	DIRTY	kɨʔa	kɨʔa	k ɨ ʔ a	- - k ɨ ʔ a -	659	4619	DIRTY	sujo1	
18428	Omagua	DIRTY	ɨkɨa	ɨkɨa	ɨ k ɨa	- - - ɨ k ɨa -	659	4619	DIRTY	sujo1	
18711	Kokama	DIRTY	tʃaru	tʃaru	tʃ a r u	tʃ a - - r u -	661	4622	DIRTY	sujo	
19500	Ache	DIRTY	adʒubutʃã / kiaʔa	kiaʔa	k ia ʔ a	k ia ʔ a	659	4619	DIRTY		
22965	Guajá	DIRTY	pinuhũ	pinuhũ	p i n u h ũ	p i n u h ũ	4362	1849	BLACK		
6128	Mawe	DO_OR_MAKE	nuŋ	nuŋ	n u ŋ	n u ŋ -	671	4670	DO	fazer2	
6798	Parakana	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
7114	Asuriní Tocantins	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
7374	Surui-Aikewara	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
7692	Tapirapé	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
7981	Tembe	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
8311	Guajajara	DO_OR_MAKE	zapo	zapo	z a p o	z a p o	669	4669	DO	fazer1	
8634	Apiaka	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
8907	Parintintin	DO_OR_MAKE	ʔapo	ʔapo	ʔ a p o	ʔ a p o	669	4669	DO	fazer1	
9244	Amondawa	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
9559	Tenharim	DO_OR_MAKE	ʔapo	ʔapo	ʔ a p o	ʔ a p o	669	4669	DO	fazer1	
10006	Urueuwauwau	DO_OR_MAKE	ʔapo	ʔapo	ʔ a p o	ʔ a p o	669	4669	DO	fazer1	
10354	Kayabi	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
10603	Araweté	DO_OR_MAKE	mujĩ	mujĩ	m u j ĩ	m u j ĩ -	670	4668	DO	fazer3	
10955	Guajá	DO_OR_MAKE	japo	japo	j a p o	j a p o	669	4669	DO	fazer1	
11335	Teko	DO_OR_MAKE	mae	mae	m ae	m ae - - -	670	4668	DO	fazer5	
11726	Wayampi	DO_OR_MAKE	nũ	nũ	n ũ	n ũ - -	671	4670	DO	fazer2	
12075	Zo'e	DO_OR_MAKE	mojaŋ / apo	mojaŋ	m o j a ŋ	m o j a ŋ	670	4668	DO	fazer31	
12076	Zo'e	DO_OR_MAKE	mojaŋ / apo	apo	a p o	- a p o	669	4669	DO	fazer31	
12337	Ka'apor	DO_OR_MAKE	mujã	mujã	m u j ã	m u j ã -	670	4668	DO	fazer3	
12628	Anambe	DO_OR_MAKE	mujã	mujã	m u j ã	m u j ã -	670	4668	DO	fazer3	
12917	Kamajura	DO_OR_MAKE	ʔawɨkɨ	ʔawɨkɨ	ʔ a w ɨ k ɨ	ʔ a w ɨ k ɨ	675	4674	DO	fazer4	
13191	Asuriní Xingu	DO_OR_MAKE	apa	apa	a p a	- a p a	669	4669	DO	fazer1	
13446	Avá Canoeiro	DO_OR_MAKE	japo	japo	j a p o	j a p o	669	4669	DO	fazer1	
13712	Tupinambá	DO_OR_MAKE	ako / moɲãŋ / apo	ako	a k o	- a k o	672	4672	DO	fazer1	
14098	Nheengatu	DO_OR_MAKE	mujã	mujã	m u j ã	m u j ã -	670	4668	DO	fazer3	
14685	Yuki	DO_OR_MAKE	jo	jo	j o	j o - -	669	4669	DO	fazer1	
14944	Guarayo	DO_OR_MAKE	japo	japo	j a p o	j a p o	669	4669	DO	fazer1	
15263	Siriono	DO_OR_MAKE	tʃao	tʃao	tʃ ao	tʃ ao - -	669	4669	DO	fazer1	
15564	Warazu	DO_OR_MAKE	ðapo	ðapo	ð a p o	ð a p o	669	4669	DO	fazer1	
15818	Chiriguano	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
16218	Mbya	DO_OR_MAKE	dʒapo	dʒapo	dʒ a p o	dʒ a p o	669	4669	DO	fazer1	
16571	Guaraní	DO_OR_MAKE	japo	japo	j a p o	j a p o	669	4669	DO	fazer1	
16912	Old Guaraní	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
17214	Ache	DO_OR_MAKE	japo	japo	j a p o	j a p o	669	4669	DO	fazer1	
17460	Xeta	DO_OR_MAKE	tʃapʷa / maj	tʃapʷa	tʃ a pʷ a	tʃ a pʷ a	669	4669	DO	fazer1	
17461	Xeta	DO_OR_MAKE	tʃapʷa / maj	maj	m a j	m a j - -	670	4668	DO	fazer1	
17679	Kaiowa	DO_OR_MAKE	apo	apo	a p o	- a p o	669	4669	DO	fazer1	
17921	Tapiete	DO_OR_MAKE	dʒapo	dʒapo	dʒ a p o	dʒ a p o	669	4669	DO	fazer1	
18429	Omagua	DO_OR_MAKE	ipuraka	ipuraka	i p u r a k a	i p u r a k a	673	4673	DO	fazer	
18712	Kokama	DO_OR_MAKE	jauki	jauki	j au k i	j au k i	672	4672	DO	fazer	
24293	Tupinambá	DO_OR_MAKE	ako / moɲãŋ / apo	moɲãŋ	m o ɲ ã ŋ	m o ɲ ã ŋ	670	4668	DO		
24294	Tupinambá	DO_OR_MAKE	ako / moɲãŋ / apo	apo	a p o	a p o	669	4669	DO		
6129	Mawe	DOG	aware	aware	a w a r e	- - - - a - - w a r e -	676	4730	DOG	cachorrocao1	
6799	Parakana	DOG	ʃawar	ʃawar	ʃ a w a r	- - - ʃ a - - w a r - -	676	4730	JAGUAR	cachorrocao1	
7115	Asuriní Tocantins	DOG	tsawar	tsawar	ts a w a r	- - - ts a - - w a r - -	676	4730	JAGUAR	cachorrocao1	
7375	Surui-Aikewara	DOG	maʔesawara	maʔesawara	m a ʔ e s a w a r a	- m a ʔ e s a w a r a -	676	4730	DOG	cachorrocao	
7693	Tapirapé	DOG	ʃãwãr	ʃãwãr	ʃ ã w ã r	- - - ʃ ã - - w ã r - -	676	4730	JAGUAR	cachorrocao1	
7982	Tembe	DOG	zawar	zawar	z a w a r	- - - z a - - w a r - -	676	4730	JAGUAR	cachorrocao1	
8312	Guajajara	DOG	zawar	zawar	z a w a r	- - - z a - - w a r - -	676	4730	JAGUAR	cachorrocao1	
8635	Apiaka	DOG	awara	awara	a w a r a	- - - - a - - w a r a -	676	4730	JAGUAR	cachorrocao1	
8908	Parintintin	DOG	ɲaŋʷatiŋ	ɲaŋʷatiŋ	ɲ a ŋʷ a + t i ŋ	ɲ a ŋʷ a + t i ŋ	682	4730 18939	JAGUAR WHITE	cachorrocao1	
10604	Araweté	DOG	marakaja	marakaja	m a r a k a ia	m a r a k a ia	680	4731	DOG	cachorrocao	
10956	Guajá	DOG	jawa	jawa	ia w a	ia w a	676	4730	JAGUAR	cachorrocao1	
11336	Teko	DOG	wiwi / zawar	wiwi	w i w i	- - - w i - - w i - - -	676	4730	DOG	cachorrocao1	
11337	Teko	DOG	wiwi / zawar	zawar	z a w a r	z a w a r	676	4730	JAGUAR	cachorrocao1	
11727	Wayampi	DOG	yawa	yawa	k a w a	- - - k a - - w a - - -	676	4730	DOG	cachorrocao1	
12338	Ka'apor	DOG	jawar	jawar	ia w a r	ia w a r	676	4730	JAGUAR	cachorrocao1	
12629	Anambe	DOG	jawãti	jawãti	ia w ã + t i	ia w ã + t i	676	4730 18939	JAGUAR WHITE	cachorrocao1	
12918	Kamajura	DOG	wararuwijaw	wararuwijaw	w a r a r u w i j a w	- w a r a r u w i j a w	676	4730	DOG	cachorrocao	
13192	Asuriní Xingu	DOG	dʒawara	dʒawara	dʒ a w a r a	- - - dʒ a - - w a r a -	676	4730	JAGUAR	cachorrocao1	
13713	Tupinambá	DOG	jawaɾ	jawaɾ	ia w a ɾ	ia w a ɾ	676	4730	JAGUAR	cachorrocao1	
14099	Nheengatu	DOG	jawara	jawara	ia w a r a	ia w a r a	676	4730	JAGUAR	cachorrocao	
14686	Yuki	DOG	jereta	jereta	ie r e t a	ie r e t a	676	4730	DOG	cachorrocao	
14945	Guarayo	DOG	kaβe	kaβe	k a β e	k a β e	1620	199	DOG	cachorrocao	
15264	Siriono	DOG	 ɲakʷa	 ɲakʷa	ɲ a kʷ a	ɲ a kʷ a	678	4734	JAGUAR	cachorrocao	
15819	Chiriguano	DOG	j(a)ɨmba	jɨmba	iɨ m/b a	iɨ m/b a	679	4733	DOG	cachorrocao	
16219	Mbya	DOG	jagʷa	jagʷa	ia gʷ a	ia gʷ a	678	4734	DOG	cachorrocao1	
16572	Guaraní	DOG	jagʷa	jagʷa	ia gʷ a	ia gʷ a	678	4734	DOG	cachorrocao1	
16913	Old Guaraní	DOG	jagʷa	jagʷa	ia gʷ a	ia gʷ a	678	4734	JAGUAR	cachorrocao	
17462	Xeta	DOG	hawhawaj	hawhawaj	h a w h a w ai	h a w h a w ai	676	4730	DOG	cachorrocao	
17680	Kaiowa	DOG	dʒagʷa	dʒagʷa	dʒ a gʷ a	dʒ - a gʷ a	678	4734	JAGUAR	cachorrocao	
17922	Tapiete	DOG	ɲãmɨmba	ɲãmɨmba	ɲ ã m ɨ m/b a	- ɲ ã m ɨ m/b - - a	679	4733	DOG	cachorrocao	
18430	Omagua	DOG	jawara	jawara	ia w a r a	ia w a r a	676	4730	JAGUAR	cachorrocao1	
18713	Kokama	DOG	jawara	jawara	ia w a r a	ia w a r a	676	4730	JAGUAR	cachorrocao1	
19501	Ache	DOG	baégi	baégi	b a é + g i	b a é + g i	2052	290 291	ANIMAL NOMINALIZER		
22094	Kayabi	DOG	kasurua	kasurua	k a s u r ua	k a s u r ua	676	4730	DOG		From Portuguese 'cachorro'
22578	Avá Canoeiro	DOG	jawaʁa	jawaʁa	j a w a ʁ a	j a w a ʁ a	676	4730	JAGUAR		
23829	Warazu	DOG	awara	awara	a w a r a	a w a r a	676	4730	JAGUAR		
6130	Mawe	DOOR	oken ɨpɨ	oken ɨpɨ	o k + e n + ɨ p ɨ	o k + e n + ɨ p ɨ	683	8870 11053 4791	HOUSE MOUTH _door	porta	
6800	Parakana	DOOR	ʃoro	ʃoro	ʃ o r o	ʃ o r - - - - o	4123	11048	MOUTH	porta	
7376	Surui-Aikewara	DOOR	upug	upug	u p u g	- u p u g - -	4121	2484	DOOR	porta	
8909	Parintintin	DOOR	jurua / owapɨtɨmbawa	jurua	j u r u + a	j u r u + a	4123	11048 8670	MOUTH HOLE	porta	
8910	Parintintin	DOOR	jurua / owapɨtɨmbawa	owapɨtɨmbawa	o w a + p ɨ t ɨ + m/b a w a	o w a + p ɨ t ɨ + m/b a w a	688	4800 2504 2505	DOOR CLOSE DOOR	porta	
9245	Amondawa	DOOR	ikwara / hovapɨtɨmbawa	ikwara	i kʷ a r a	- - i kʷ - - a r a	683	8670	HOLE	porta	
9246	Amondawa	DOOR	ikwara / hovapɨtɨmbawa	hovapɨtɨmbawa	h o v a + p ɨ t ɨ + m/b a w a	h o v a + p ɨ t ɨ + m/b a w a	688	4800 2504 2505	DOOR CLOSE DOOR	porta	
9560	Tenharim	DOOR	jurukwara	jurukwara	j u r u + kʷ a r a	j u r u + kʷ a r a	4123	11048 8670	MOUTH HOLE	porta	
10007	Urueuwauwau	DOOR	juruwa	juruwa	j u r u + w a	j u r u + w a	4123	11048 8670	MOUTH HOLE	porta	
10605	Araweté	DOOR	wapiha	wapiha	w a p i h a	w a p i h a -	4120	2483	DOOR	porta	
11338	Teko	DOOR	lapor	lapor	l a p o r	l a p o r - -	4127	2490	DOOR	porta	
13714	Tupinambá	DOOR	okena	okena	o k + e n	o k + e n	683	8870 11053	HOUSE MOUTH	porta	
15265	Siriono	DOOR	eɨkesa	eɨkesa	e ɨ k e s a	e ɨ k e s a	4122	4799	DOOR	porta	
16220	Mbya	DOOR	okẽ	okẽ	o k + ẽ	o k + ẽ	683	8870 13646	HOUSE DOOR	porta	
16573	Guaraní	DOOR	okẽ	okẽ	o k + ẽ	o k + ẽ	683	8870 13646	HOUSE DOOR	porta	
16914	Old Guaraní	DOOR	okena	okena	o k + e n a	o k + e n a	683	8870 11053	HOUSE MOUTH	porta	
17463	Xeta	DOOR	õki	õki	õ k + i	õ k + i	683	8870 13646	HOUSE DOOR	porta	
17923	Tapiete	DOOR	ontʃe	ontʃe	o n tʃ e	- o n tʃ - - e	4125	2488	DOOR	porta	
18431	Omagua	DOOR	jakina	jakina	j a k + i n a	j a k + i n a	683	8870 13646	HOUSE DOOR	porta	
19078	Nheengatu	DOOR	ukena	ukena	u k + e n a	u k + e n a	683	8870 11053	HOUSE MOUTH		
19243	Chiriguano	DOOR	õke	õke	õ k + e	õ k + e	683	8870 13646	HOUSE MOUTH		
19244	Tembe	DOOR	uken	uken	u k + e n	u k + e n	683	8870 13646	HOUSE DOOR		
19245	Tapirapé	DOOR	aken	aken	a k + e n	a k + e n	683	8870 13646	HOUSE DOOR		
19246	Ka'apor	DOOR	hukwen	hukwen	h u kʷ + e n	h u kʷ + e n	683	8870 13646	HOUSE DOOR		
19247	Guarayo	DOOR	okʷienda	okʷienda	o kʷ i + e n/d a	o kʷ i + e n/d a	683	8870 13646	HOUSE DOOR		
19363	Asuriní Tocantins	DOOR	osoró	osoró	o s o r ó	o s o r ó	4123	11048	MOUTH		
20012	Wayampi	DOOR	wapɨka	wapɨka	w a p ɨ k a	w a p ɨ k a	4120	2483	DOOR		
20145	Ache	DOOR	bioʔo	bioʔo	b io ʔ o	b io ʔ o	2997	930	DOOR		
21393	Kokama	DOOR	jakina	jakina	j a k + i n a	j a k + i n a	683	8870 13646	HOUSE DOOR		
21678	Apiaka	DOOR	azurua / azaru	azurua 	a z u r ua	a z u r ua	3370	1469	DOOR		
21679	Apiaka	DOOR	azurua / azaru	azaru	a z a r u	a z a r u	3370	1469	DOOR		
22579	Avá Canoeiro	DOOR	okakwaʁa	okakwaʁa	o k a + kʷ a ʁ a	o k a + kʷ a ʁ a	683	8870 8670	HOUSE HOLE		also means window
23830	Warazu	DOOR	oiruwapitiha	oiruwapitiha	oi + r u w a + p i t i + h a	oi + r u w a + p i t i + h a	4763	8872 5524 3246 60	HOUSE FACE ? NOMINALIZER		
25709	Guajajara	DOOR	uken	uken	o k + e n	o k + e n	683	8870 13646	HOUSE DOOR	porta	
27101	Yuki	DOOR	taimobikia	taimobikia	t ai + m o b i + k ia	t ai + m o b i + k ia	6111	4782 4783 4784	HOME CLOSE NOMINALIZER		
6131	Mawe	CONSUME_DRINK_OR_EAT	are ʔɨʔu / at uʔu / nuk	are ʔɨʔu	a r e + ʔ ɨ + ʔ u	a r e + - ʔ ɨ + - ʔ u	4885	2051 18593 2172	? LIQUID INGEST	beber	
6136	Mawe	CONSUME_DRINK_OR_EAT	are ʔɨʔu / at uʔu / nuk	at uʔu	a t + u ʔ u	- a t + u ʔ u -	4886	5207 2172	? INGEST	comer1	
6137	Mawe	CONSUME_DRINK_OR_EAT	are ʔɨʔu / at uʔu / nuk	nuk	n u k	n u k -	739	5205	INGEST	comer	
6802	Parakana	CONSUME_DRINK_OR_EAT	ʔɨo / karo / ʔo	ʔɨo	ʔ ɨ + o	- ʔ ɨ + - - o - -	699	18593 2172	LIQUID INGEST	beber1	
6807	Parakana	CONSUME_DRINK_OR_EAT	ʔɨo / karo / ʔo	karo	k a r + o	k a r + o	4902	5199 2172	THING -INGEST	comer2	
6808	Parakana	CONSUME_DRINK_OR_EAT	ʔɨo / karo / ʔo	ʔo	ʔ o	- - - - - ʔ o -	4899	2172	INGEST	comer	
7117	Asuriní Tocantins	CONSUME_DRINK_OR_EAT	ʔo	ʔo	ʔ o	- ʔ o - -	4899	2172	INGEST	beber1	
7379	Surui-Aikewara	CONSUME_DRINK_OR_EAT	ʔɨʔu / karu / ʔu	ʔɨʔu	ʔ ɨ + ʔ u	- ʔ ɨ + - ʔ u - -	699	18593 2172	LIQUID INGEST	beber1	
7384	Surui-Aikewara	CONSUME_DRINK_OR_EAT	ʔɨʔu / karu / ʔu	karu	k a r + u	k a r + u	4902	5199 2172	THING -INGEST	comer2	
7385	Surui-Aikewara	CONSUME_DRINK_OR_EAT	ʔɨʔu / karu / ʔu	ʔu	ʔ u	- - - - - ʔ u -	4899	2172	INGEST	comer1	
7695	Tapirapé	CONSUME_DRINK_OR_EAT	ʔɨʔo / kãro / ʔo	ʔɨʔo	ʔ ɨ + ʔ o	- ʔ ɨ + - ʔ o - -	699	18593 2172	LIQUID INGEST	beber1	
7700	Tapirapé	CONSUME_DRINK_OR_EAT	ʔɨʔo / kãro / ʔo	kãro	k ã r + o	k ã r + o	4902	5199 2172	THING -INGEST	comer2	
7701	Tapirapé	CONSUME_DRINK_OR_EAT	ʔɨʔo / kãro / ʔo	ʔo	ʔ o	- - - - - ʔ o -	4899	2172	INGEST	comer1	
7984	Tembe	CONSUME_DRINK_OR_EAT	iʔu / ʔu	iʔu	i + ʔ u	- - i + - ʔ u - -	699	18593 2172	LIQUID INGEST	beber1	
