cc_alias	cc_id	language	lexeme	lexeme_id	status	comments 1	comments 2	comments 3	concept
flower-B	223	Irish_B	bˠl̪ˠaː	8700					flower
flower-B	223	Italian	'fjore	8896					flower
flower-B	223	Ladin	FLUR	9477					flower
flower-B	223	Latin	floːs	20401					flower
flower-B	223	Luxembourgish	Blumm	24136					flower
flower-B	223	Norwegian	BLOMST	13202					flower
flower-B	223	Old_English	blōstma	21384					flower
flower-B	223	Old_High_German	bluomo	27942					flower
flower-B	223	Old_Irish	bláth	28190					flower
flower-B	223	Old_Norse	blóm	21635					flower
flower-B	223	Portuguese_ST	floɾ	12802					flower
flower-B	223	Provencal	FLOUR, FLOUS	13002					flower
flower-B	223	Romansh	flur	26424					flower
flower-B	223	Rumanian_List	ˈflware	13399					flower
flower-B	223	Sardinian_C	FRORI	13990					flower
flower-B	223	Sardinian_N	FRORE	14389					flower
flower-B	223	Schwyzerdutsch	blueme	29059					flower
flower-B	223	Scots_Gaelic	flùr	23912	LOAN	English			flower
flower-B	223	Spanish	floɾ	15961					flower
flower-B	223	Swedish	'blɔmstər	16160					flower
flower-B	223	Walloon	FLEUR	17898					flower
flower-B	223	Welsh_N	BLODEUYN	18490					flower
fly-A	224	Afrikaans	VLIE, VLIEG	254					fly
fly-A	224	Danish	ˈfly:və	4767					fly
fly-A	224	Dutch_List	'vliɣə(n)	4967					fly
fly-A	224	English	flaɪ	5166					fly
fly-A	224	Faroese	FLUGVA	5366					fly
fly-A	224	Flemish	VLIEGEN	5561					fly
fly-A	224	German	'fli:gn̩	6545					fly
fly-A	224	Gothic	*flaugjan	19976					fly
fly-A	224	Icelandic_ST	ˈfljuːa	8309					fly
fly-A	224	Luxembourgish	fléien	24199					fly
fly-A	224	Norwegian	fɽyː, fly:	13203					fly
fly-A	224	Old_English	flīegþ	21385					fly
fly-A	224	Old_High_German	fliugit	27943					fly
fly-A	224	Old_Norse	fljúga	21636					fly
fly-A	224	Schwyzerdutsch	flüge	29060					fly
fly-A	224	Swedish	'fly:ga	16161					fly
fly-E	880	Catalan	volar	32239					fly
fly-E	880	French	vɔle	5760					fly
fly-E	880	Friulian	svolâr	26218					fly
fly-E	880	Italian	vo'lare	8897					fly
fly-E	880	Ladin	SVOLER	9478					fly
fly-E	880	Latin	volāre	20402					fly
fly-E	880	Portuguese_ST	vuˈaɾ	12803					fly
fly-E	880	Provencal	VOULA, RAUBA	13003					fly
fly-E	880	Romansh	sgular, svolar	26425					fly
fly-E	880	Rumanian_List	a zbura	13400					fly
fly-E	880	Sardinian_C	BOLAI	13991					fly
fly-E	880	Sardinian_N	VOLARE	14390					fly
fly-E	880	Spanish	bo'laɾ	15962					fly
fly-E	880	Walloon	VOLER	17899					fly
fly-F	1005	Breton_ST	'ni:ʒal	3002					fly
fly-F	1005	Cornish	nijal	19669					fly
fly-H	1486	Welsh_N	HEDEG, HEDFAN	18491					fly
fly-I	1706	Irish_B	EITLIM, EITILLIGHIM, EITIM	8701					fly
fly-I	1706	Scots_Gaelic	itealaich	23974					fly
fly-M	2504	Old_Irish	fo·luathar	28192					fly
fog-A	42	Afrikaans	MIS	255					fog
fog-A	42	Dutch_List	mɪst	24713					fog
fog-A	42	Flemish	MIST	5562					fog
fog-A	42	Old_English	mist	21386					fog
fog-C	1006	Breton_ST	'brỹmɛn	24701			SS	ist das wie frz. brume < lat. bruma-?	fog
fog-C	1006	Catalan	'bromə	27079			SS	< lat. bruma-	fog
fog-C	1006	Catalan	BAIXA	27006			SS	?	fog
fog-D	1315	Danish	d̥ʰɔ:wə	4768					fog
fog-D	1315	Faroese	ˈtoːka	5367					fog
fog-D	1315	Icelandic_ST	ˈθɔːka	8310					fog
fog-D	1315	Norwegian	TAKE	13204					fog
fog-D	1315	Old_Norse	Þoka	21637					fog
fog-D	1315	Swedish	TJOKA	16162					fog
fog-E	1394	French	bʀujaʀ	5761			SS	zu brouiller ← germ. brod ‹Brühe› etc.	fog
fog-E	1394	Walloon	BROULIARD	17900					fog
fog-H	1707	Irish_B	co:	8702					fog
fog-H	1707	Old_Irish	céo	28193					fog
fog-H	1707	Scots_Gaelic	ceò	24020					fog
fog-I	2150	Afrikaans	NEWEL	24714					fog
fog-I	2150	Cornish	niul	19670					fog
fog-I	2150	Dutch_List	'nevəl	4968					fog
fog-I	2150	German	'ne:bl̩	6546					fog
fog-I	2150	Italian	'nebbja	8898					fog
fog-I	2150	Latin	nebula	20403					fog
fog-I	2150	Luxembourgish	Niwwel	24241					fog
fog-I	2150	Old_High_German	nebul	27944					fog
fog-I	2150	Portuguese_ST	nɨvuˈejɾu	12804					fog
fog-I	2150	Provencal	NEBLO	13004					fog
fog-I	2150	Rumanian_List	NEGURA	25449					fog
fog-I	2150	Sardinian_C	NEBBIA	13992					fog
fog-I	2150	Sardinian_N	NEULA	14391					fog
fog-I	2150	Schwyzerdutsch	näbu	29061					fog
fog-I	2150	Spanish	'njeβla	15963					fog
fog-I	2150	Welsh_N	NIWL	18492					fog
fog-J	2276	Breton_ST	'latar	3003					fog
fog-L	2278	Swedish	DIMMA	24711					fog
fog-N	2664	Rumanian_List	NEGURA	25449					fog
fog-Q	3169	Ladin	TSCHIERA	9479			SS	nach Meyer-Lübke letztlich zu lat. caecus (?)	fog
fog-Q	3169	Romansh	tschajera	26426					fog
fog-Q	3169	Rumanian_List	ˈʧe̯a.ʦə	13401					fog
foot-B	225	Afrikaans	VOET	256			SS	foot-B: hier wäre m. E. Subunterteilung pod :: ped sinnig	foot
foot-B	225	Catalan	pɛuw	3984					foot
foot-B	225	Danish	foð	4769					foot
foot-B	225	Dutch_List	vut	4969					foot
foot-B	225	English	fʊt	5168					foot
foot-B	225	Faroese	ˈfɔutʊr	5368					foot
foot-B	225	Flemish	VOET	5563					foot
foot-B	225	French	pje	5762					foot
foot-B	225	Frisian	fuət	6356					foot
foot-B	225	Friulian	pît	26220					foot
foot-B	225	German	fu:s	6547					foot
foot-B	225	Gothic	fōtus	19977					foot
foot-B	225	Icelandic_ST	ˈfouːtʏr	8311					foot
foot-B	225	Italian	'pjɛde	8899					foot
foot-B	225	Ladin	PE	9480					foot
foot-B	225	Latin	peːs	20404					foot
foot-B	225	Luxembourgish	Fouss	24158					foot
foot-B	225	Norwegian	fot	29468					foot
foot-B	225	Old_English	fōt	21387					foot
foot-B	225	Old_High_German	fuoz	27945					foot
foot-B	225	Old_Norse	fótr	21638					foot
foot-B	225	Portuguese_ST	pɛ	12805					foot
foot-B	225	Provencal	pɛ	13005					foot
foot-B	225	Romansh	pei	26427					foot
foot-B	225	Rumanian_List	piˈʧjor	13402					foot
foot-B	225	Sardinian_C	PEI	13993					foot
foot-B	225	Sardinian_N	PEDE	14392					foot
foot-B	225	Schwyzerdutsch	fuess	29062					foot
foot-B	225	Spanish	pje	15964					foot
foot-B	225	Swedish	fuːt	16163					foot
foot-B	225	Walloon	PI	17901					foot
foot-D	1007	Breton_ST	trwa:t	3004					foot
foot-D	1007	Cornish	tru:z	19671					foot
foot-D	1007	Old_Irish	traig	28194					foot
foot-D	1007	Welsh_N	trɔid	18493					foot
foot-I	2789	Irish_B	kos	8703					foot
foot-I	2789	Old_Irish	cos	29485					foot
foot-I	2789	Scots_Gaelic	kas	23933					foot
four-N	44	Afrikaans	VIER	257					four
four-N	44	Breton_ST	'pɛ:var, 'pe:dɛr	3005					four
four-N	44	Catalan	'kwatɾə	3985					four
four-N	44	Cornish	padʒər	19672					four
four-N	44	Danish	'fi:ʌ	4770					four
four-N	44	Dutch_List	vir	4970					four
four-N	44	English	fɔ:	5169					four
four-N	44	Faroese	ˈfʊiɹa	5369					four
four-N	44	Flemish	VIER	5564					four
four-N	44	French	katʀ	5763					four
four-N	44	Frisian	'fjo.uər	6357					four
four-N	44	Friulian	cuatri	26221					four
four-N	44	German	fi:ɐ̯	6548					four
four-N	44	Gothic	fidwōr	19978					four
four-N	44	Icelandic_ST	FJORIR	8312					four
four-N	44	Irish_B	ˈcahəɾʲ	8704					four
four-N	44	Italian	'kwattro	8900					four
four-N	44	Ladin	QUATTER	9481					four
four-N	44	Latin	ˈkʷat.tu.or	20405			SS	Niermeyer: nur Ableit., e. g. quatriduanus ‹viertägig›	four
four-N	44	Luxembourgish	véier	24101					four
four-N	44	Norwegian	FIRE	13206					four
four-N	44	Old_English	fēower	21388					four
four-N	44	Old_High_German	fior	27946					four
four-N	44	Old_Irish	cethair	28195					four
four-N	44	Old_Norse	fjórir	21639					four
four-N	44	Portuguese_ST	ˈkuatɾu	12806					four
four-N	44	Provencal	ˈkatre	13006					four
four-N	44	Romansh	quatter	26428					four
four-N	44	Rumanian_List	'patru	13403					four
four-N	44	Sardinian_C	KWATTRU	13994					four
four-N	44	Sardinian_N	BATTORO	14393					four
four-N	44	Schwyzerdutsch	fier	29063					four
four-N	44	Scots_Gaelic	ceithir	23868					four
four-N	44	Spanish	'kwatɾo	15965					four
four-N	44	Swedish	ˈfyːra	16164					four
four-N	44	Walloon	CWATE, QWATE	17902					four
four-N	44	Welsh_N	PEDWAR	18494					four
freeze-B	226	Afrikaans	VRIES	258					freeze
freeze-B	226	Breton_ST	'rɛ:vĩ	3006					freeze
freeze-B	226	Cornish	rewi	19673					freeze
freeze-B	226	Danish	'fʁy:sə	4771					freeze
freeze-B	226	Dutch_List	'vrizə(n)	4971					freeze
freeze-B	226	English	fri:z	5170					freeze
freeze-B	226	Faroese	FRYSTA	5370					freeze
freeze-B	226	Flemish	BEVRIEZEN	5565					freeze
freeze-B	226	Frisian	FRIEZE	6358					freeze
freeze-B	226	German	'fri:rən	6549					freeze
freeze-B	226	Gothic	*friusiþ	19979					freeze
freeze-B	226	Icelandic_ST	ˈfrjouːsa	8313					freeze
freeze-B	226	Irish_B	DO RHIOCADH, DO REOILEACADH	8705					freeze
freeze-B	226	Luxembourgish	fréieren	24225					freeze
freeze-B	226	Norwegian	FRYSE	13207					freeze
freeze-B	226	Old_English	frīest	21389					freeze
freeze-B	226	Old_High_German	friusit	27947					freeze
freeze-B	226	Old_Norse	frýss	21642					freeze
freeze-B	226	Old_Norse	frjósa	21640					freeze
freeze-B	226	Schwyzerdutsch	gfriere	29064					freeze
freeze-B	226	Scots_Gaelic	reòdh	24000					freeze
freeze-B	226	Swedish	'fry:sa	16165					freeze
freeze-B	226	Welsh_N	RHEWI	18495					freeze
freeze-G	881	Catalan	ʒə'la	3986					freeze
freeze-G	881	French	ʒəle	5764					freeze
freeze-G	881	Italian	dʒe'lare	8901					freeze
freeze-G	881	Ladin	DSCHLER	9482					freeze
freeze-G	881	Latin	gelāre	20406			SS	s. cold-X	freeze
freeze-G	881	Portuguese_ST	ʒɨˈlaɾ	12807					freeze
freeze-G	881	Provencal	GELA, JALA	13007					freeze
freeze-G	881	Romansh	schelar	26429					freeze
freeze-G	881	Rumanian_List	a îngheța	13404					freeze
freeze-G	881	Sardinian_C	GELAI	13995					freeze
freeze-G	881	Spanish	e'laɾ	15966					freeze
freeze-G	881	Walloon	DJALER	17903					freeze
freeze-H	3170	Friulian	glaçâ	26222					freeze
fruit-B	227	Afrikaans	VRUG	259	LOAN	Latin			fruit
fruit-B	227	Breton_ST	'frwe:s	3007	LOAN	Latin			fruit
fruit-B	227	Catalan	fru'i, 'fruijt	3987					fruit
fruit-B	227	Cornish	froeth	19674	LOAN	Latin			fruit
fruit-B	227	Danish	fʁɔg̥d̥ʰ	4772	LOAN	Latin			fruit
fruit-B	227	Dutch_List	vrʏχt	4972	LOAN	Latin			fruit
fruit-B	227	English	fru:t	5171	LOAN	French			fruit
fruit-B	227	Faroese	frukt	32237	LOAN	Latin			fruit
fruit-B	227	Flemish	VRUCHT	5566	LOAN	Latin			fruit
fruit-B	227	French	fʀɥi	5765					fruit
fruit-B	227	Frisian	frøxt	6359	LOAN	Latin			fruit
fruit-B	227	German	fruxt	6550	LOAN	Latin			fruit
fruit-B	227	Italian	'frutto	8902					fruit
fruit-B	227	Ladin	FRUT	9483					fruit
fruit-B	227	Luxembourgish	Fruucht	24131	LOAN	Latin			fruit
fruit-B	227	Norwegian	frukt	31706	LOAN	Latin			fruit
fruit-B	227	Portuguese_ST	ˈfɾutɐ, ˈfɾutu	12808					fruit
fruit-B	227	Provencal	FRU, FRUCHO	13008					fruit
fruit-B	227	Romansh	fritg	26430					fruit
fruit-B	227	Rumanian_List	fruct	13405					fruit
fruit-B	227	Sardinian_C	FRUTTA	13996					fruit
fruit-B	227	Sardinian_N	FRUTTORA	14395					fruit
fruit-B	227	Schwyzerdutsch	frucht	29065	LOAN	Latin			fruit
fruit-B	227	Spanish	'fɾuta	15967					fruit
fruit-B	227	Swedish	frɵkt	16166	LOAN	Latin			fruit
fruit-B	227	Walloon	FRUT, FRUT'	17904					fruit
fruit-B	227	Welsh_N	FFRWYTH	18496	LOAN	Latin			fruit
fruit-F	2653	Gothic	akran	19980					fruit
fruit-H	1136	Old_English	ofett	21390					fruit
fruit-H	1136	Old_High_German	obaz	27948					fruit
fruit-J	1708	Irish_B	TORADH, TORAIDH, TORTHA	8706					fruit
fruit-J	1708	Old_Irish	torad	28196					fruit
fruit-J	1708	Scots_Gaelic	toradh	23906					fruit
fruit-M	2658	Friulian	pome	26223					fruit
fruit-M	2658	Latin	pomum	20407					fruit
full-A	2235	Breton_ST	lœ̃:n	26157					full
full-A	2235	Cornish	leun	19675					full
full-A	2235	Dutch_List	vol	28981					full
full-A	2235	English	full	28980					full
full-A	2235	French	plɛ̃	26132					full
full-A	2235	Friulian	plen	26224					full
full-A	2235	German	voll	28982					full
full-A	2235	German	fɔl	26158					full
full-A	2235	Gothic	fulls	19981					full
full-A	2235	Irish_B	l̪ˠɑːn̪ˠ, l̪ˠæːn̪ˠ	26934					full
full-A	2235	Italian	'pjɛno	24720					full
full-A	2235	Latin	plenus	20408					full
full-A	2235	Luxembourgish	foll	24263					full
full-A	2235	Norwegian	fʉl	26981					full
full-A	2235	Old_English	full	21391					full
full-A	2235	Old_High_German	fol	27949					full
full-A	2235	Old_Irish	lán	28197					full
full-A	2235	Old_Norse	fullr	21644					full
full-A	2235	Romansh	(cum)plein	26431					full
full-A	2235	Rumanian_List	plin	26131					full
full-A	2235	Schwyzerdutsch	fou	29066					full
full-A	2235	Scots_Gaelic	lɑːn	24046					full
full-A	2235	Spanish	'ʎeno	26133					full
full-A	2235	Swedish	fɵl	26988					full
give-A	228	Afrikaans	GEE	260					give
give-A	228	Danish	g̥i	4773					give
give-A	228	Dutch_List	'ɣevə(n)	4973					give
give-A	228	English	gɪv	5172					give
give-A	228	Faroese	GEVA	5371					give
give-A	228	Flemish	GEVEN	5567					give
give-A	228	Frisian	jaen	32247					give
give-A	228	German	'ge:bn̩	6551					give
give-A	228	Gothic	gibiþ	19982					give
give-A	228	Icelandic_ST	ˈcɛːva	8314					give
give-A	228	Luxembourgish	gin	24207					give
give-A	228	Norwegian	GI	13208					give
give-A	228	Old_English	gifþ	21392					give
give-A	228	Old_High_German	gibit	27950					give
give-A	228	Old_Norse	gefa	21645					give
give-A	228	Schwyzerdutsch	gää	29067					give
give-A	228	Swedish	je:	16167					give
give-B	405	Catalan	du'na	3988					give
give-B	405	French	dɔne	5766					give
give-B	405	Friulian	dâ	26225					give
give-B	405	Italian	'dare	8903					give
give-B	405	Ladin	DER	9484					give
give-B	405	Latin	dāre	20409					give
give-B	405	Portuguese_ST	daɾ	12809					give
give-B	405	Provencal	DOUNA, BAIA	13009					give
give-B	405	Romansh	dar	26432					give
give-B	405	Rumanian_List	a da	13406					give
give-B	405	Sardinian_C	DONAI	13997					give
give-B	405	Sardinian_N	DARE	14396					give
give-B	405	Spanish	daɾ	15968					give
give-B	405	Walloon	DINER (D'NER, N'NER)	17905					give
give-C	1010	Breton_ST	'rɛĩ	3008					give
give-C	1010	Cornish	ri	19678					give
give-C	1010	Cornish	ro:	19677					give
give-C	1010	Welsh_N	RHODDI	18497					give
give-E	1709	Irish_B	ˈt̪ˠauɾʲ, ˈt̪ˠoːɾʲ, ˈt̪ˠuːɾʲ	8707					give
give-E	1709	Old_Irish	do·beir	28198					give
good-Ae	3946	Gothic	batista	31523			SS	germ. *bat- etc., hier Superlativ dazu: ?	good
good-B	229	Afrikaans	GOED	261					good
good-B	229	Danish	g̥o	4774					good
good-B	229	Dutch_List	ɣut	4974					good
good-B	229	English	gʊd	5173					good
good-B	229	Faroese	GODUR	5372					good
good-B	229	Flemish	GOED	5568					good
good-B	229	German	gu:t	6552					good
good-B	229	Gothic	gōþs	19983					good
good-B	229	Icelandic_ST	ˈkouːðʏr	8315					good
good-B	229	Luxembourgish	gutt	24266					good
good-B	229	Norwegian	GOD	13209					good
good-B	229	Old_English	gōd	21393					good
good-B	229	Old_High_German	guot	27951					good
good-B	229	Old_Norse	góðr	21646					good
good-B	229	Schwyzerdutsch	guet	29068					good
good-B	229	Swedish	gu:d	16168					good
good-F	883	Catalan	bɔ	3989					good
good-F	883	French	bɔ̃	5767					good
good-F	883	Friulian	bon	26226					good
good-F	883	Italian	'bwɔno	8904					good
good-F	883	Ladin	BUNA	9485					good
good-F	883	Latin	bonus	20410					good
good-F	883	Portuguese_ST	bõ	12810					good
good-F	883	Provencal	BON, ONO	13010					good
good-F	883	Romansh	bein, bien	26433					good
good-F	883	Rumanian_List	bun	13407					good
good-F	883	Sardinian_C	BONU	13998					good
good-F	883	Sardinian_N	BONU	14397					good
good-F	883	Spanish	'bweno	15969					good
good-F	883	Walloon	BON, BONE	17906					good
good-G	1011	Breton_ST	maːd	3009					good
good-G	1011	Cornish	ma:z	19682					good
good-G	1011	Irish_B	mˠa, mˠah, mˠaɪ, mˠaɪh	8708					good
good-G	1011	Old_Irish	maith	28199					good
good-G	1011	Scots_Gaelic	ma:, mah	24050					good
good-O	2151	Cornish	da:	19681					good
good-O	2151	Welsh_N	DA	18498					good
grass-B	230	Afrikaans	GRAS	262					grass
grass-B	230	Danish	g̥ʁas	4775					grass
grass-B	230	Dutch_List	ɣrɑs	4975					grass
grass-B	230	English	grɑ:s	5174					grass
grass-B	230	Faroese	ɡras	5373					grass
grass-B	230	Flemish	GRAS	5569					grass
grass-B	230	Frisian	gɛːs	6361					grass
grass-B	230	German	gra:s	6553					grass
grass-B	230	Gothic	gra-s*	19985					grass
grass-B	230	Icelandic_ST	GRAS	8316					grass
grass-B	230	Latin	gramen	20411					grass
grass-B	230	Luxembourgish	Gras	24137					grass
grass-B	230	Norwegian	GRESS	13210					grass
grass-B	230	Old_English	græs	21394					grass
grass-B	230	Old_High_German	gras	27952					grass
grass-B	230	Old_Norse	gras	21647					grass
grass-B	230	Schwyzerdutsch	gras	29069					grass
grass-B	230	Swedish	grɛ:s	16169					grass
grass-F	884	Catalan	'erßə	3990					grass
grass-F	884	French	ɛʀb	5768					grass
grass-F	884	Friulian	jerbe	26227					grass
grass-F	884	Italian	'ɛrba	8905					grass
grass-F	884	Ladin	ERVA	9486					grass
grass-F	884	Latin	herba	20412	EXCLUDE		SS	wurzeletymologisch wohl zu grass-B	grass
grass-F	884	Portuguese_ST	ˈɛɾvɐ	12811					grass
grass-F	884	Portuguese_ST	RELVA	25461					grass
grass-F	884	Provencal	ˈɛrβo	13011					grass
grass-F	884	Provencal	GERME	27014	WRONG				grass
grass-F	884	Romansh	erva	26434					grass
grass-F	884	Rumanian_List	ˈjarbə	13408					grass
grass-F	884	Sardinian_C	ERBA	13999					grass
grass-F	884	Sardinian_N	ERVA	14398					grass
grass-F	884	Spanish	'jeɾβa	15970					grass
grass-F	884	Walloon	JEBE	17907					grass
grass-G	1092	Breton_ST	gɛwt	3010					grass
grass-G	1092	Cornish	gwels	19683					grass
grass-G	1092	Welsh_N	GLASWELLT	25472					grass
grass-G	1092	Welsh_N	GWELLT	18499					grass
grass-K	1710	Welsh_N	GWAIR	25473					grass
grass-K	1710	Irish_B	FEAR, FEIR	8709					grass
grass-K	1710	Old_Irish	fér	28200					grass
grass-K	1710	Scots_Gaelic	feur	23913					grass
green-A	49	Breton_ST	'gla:s	3011					green
green-A	49	Irish_B	ɡl̪ˠasˠ	8710					green
green-A	49	Old_Irish	glas	29486					green
green-A	49	Scots_Gaelic	glas	24036					green
green-B	231	Afrikaans	GROEN	263					green
green-B	231	Danish	g̥ʁɶ̝n	4776					green
green-B	231	Dutch_List	ɣrun	4976					green
green-B	231	English	gri:n	5175					green
green-B	231	Faroese	GRONUR	5374					green
green-B	231	Flemish	GROEN	5570					green
green-B	231	Frisian	gri.ən	6362					green
green-B	231	German	gry:n	6554					green
green-B	231	Icelandic_ST	kraitn	8317					green
green-B	231	Luxembourgish	gréng	24254					green
green-B	231	Norwegian	ɡɾøn	13211					green
green-B	231	Old_English	grēne	21395					green
green-B	231	Old_High_German	gruoni	27953					green
green-B	231	Old_Norse	grœnn	21648					green
green-B	231	Schwyzerdutsch	grüen	29070					green
green-B	231	Swedish	grøːn	16170					green
green-G	885	Breton_ST	'gwe:r	24740	LOAN	Latin			green
green-G	885	Catalan	bert	3991					green
green-G	885	Cornish	gwe:r	19684	LOAN	Latin			green
green-G	885	French	vɛʀ	5769					green
green-G	885	Friulian	vert	26228					green
green-G	885	Italian	'verde	8906					green
green-G	885	Ladin	VERD, VIERD	9487					green
green-G	885	Latin	ˈwiridis	20413					green
green-G	885	Portuguese_ST	ˈveɾdɨ	12812					green
green-G	885	Provencal	VERT, ERDO	13012					green
green-G	885	Romansh	verd	26435					green
green-G	885	Rumanian_List	ˈverde	13409					green
green-G	885	Sardinian_C	BIRDI	14000					green
green-G	885	Sardinian_N	VIRDE	14399					green
green-G	885	Spanish	'beɾðe	15971					green
green-G	885	Walloon	VERT	17908					green
green-G	885	Welsh_N	ɡwɨrð	18500	LOAN	Latin			green
green-K	2285	Irish_B	ˈuənʲə	24738					green
green-K	2285	Old_Irish	úaine	28201					green
green-K	2285	Scots_Gaelic	ˈuənʲə	24037					green
guts-B	232	Afrikaans	DERM	25468					guts
guts-B	232	Danish	d̥ʰɑm	4777					guts
guts-B	232	Dutch_List	dɑrm	4977					guts
guts-B	232	Faroese	TARMAR	5375					guts
guts-B	232	Flemish	DARMEN	5571					guts
guts-B	232	German	gə'dɛrm	25469					guts
guts-B	232	Icelandic_ST	THARMAR	8318					guts
guts-B	232	Norwegian	TARMER	13212					guts
guts-B	232	Old_English	þearm	21397					guts
guts-B	232	Old_High_German	darm	27954					guts
guts-B	232	Old_Norse	Þarma	21649					guts
guts-B	232	Schwyzerdutsch	darm	29071					guts
guts-B	232	Swedish	tarm	16171					guts
guts-F	1012	Breton_ST	bu'zɛlɛn	3012	LOAN	Latin			guts
guts-I	1263	Catalan	bu'ðeʎs	3992					guts
guts-I	1263	French	bwajo	5770					guts
guts-I	1263	Friulian	budiel	26229					guts
guts-I	1263	Ladin	BOGL	9488					guts
guts-I	1263	Provencal	BUDEU, BOUIEU	13013					guts
guts-I	1263	Romansh	begl	26436					guts
guts-I	1263	Walloon	BOYE	17909					guts
guts-K	1588	Friulian	intestin	26595			SS	was ist bei guts-K der fils rouge? in-? Also auch dt. Ineereien etc.?	guts
guts-K	1588	Italian	intes'tino	8907					guts
guts-K	1588	Latin	intestina	20414					guts
guts-K	1588	Latin	viscera	20415	WRONG		SS	nicht zu intestina; < viscus, -eris	guts
guts-K	1588	Old_Norse	innyfli	21652					guts
guts-K	1588	Old_Norse	iðr	21651					guts
guts-K	1588	Portuguese_ST	ẽˈtɾɐɲɐʃ	25471					guts
guts-K	1588	Sardinian_N	ENTRE	14400					guts
guts-K	1588	Spanish	INTESTINO	15972					guts
guts-M	2068	Sardinian_C	MAZZAMINI	14001					guts
guts-N	2672	Faroese	GARNAR	25467					guts
guts-N	2672	Old_Norse	garnar	21650					guts
guts-O	2673	Afrikaans	INGEWAND	264					guts
guts-O	2673	German	'a‿ingəva‿idə	6555					guts
guts-P	2676	English	gʌts	5176					guts
guts-P	2676	Old_English	guttas	21396					guts
guts-Q	2677	Luxembourgish	Träipen	24164	LOAN	French			guts
guts-Q	2677	Portuguese_ST	TRIPAS	12813					guts
hair-B	233	Afrikaans	HAAR, HARE	265					hair
hair-B	233	Danish	hɒ	4778					hair
hair-B	233	Dutch_List	har	4978					hair
hair-B	233	English	hɛə	5177					hair
hair-B	233	Faroese	HAR	5376					hair
hair-B	233	Flemish	HAIR, HAER	5572					hair
hair-B	233	Frisian	hi.ər	6363					hair
hair-B	233	German	ha:ɐ̯	6556					hair
hair-B	233	Icelandic_ST	hauːr	8319					hair
hair-B	233	Luxembourgish	Hoer	24149					hair
hair-B	233	Norwegian	HAR	13213					hair
hair-B	233	Old_English	hǣr	21398					hair
hair-B	233	Old_High_German	hār	27955					hair
hair-B	233	Old_Norse	hár	21653					hair
hair-B	233	Schwyzerdutsch	haar	29072					hair
hair-B	233	Swedish	ho:r	16172					hair
hair-G	887	Catalan	kə'ßɛʎ	26140					hair
hair-G	887	French	ʃəvø	5771					hair
hair-G	887	Friulian	cjaveli	26230					hair
hair-G	887	Italian	ka'pello	26142					hair
hair-G	887	Ladin	CHAVE	9489					hair
hair-G	887	Latin	capillus	20416					hair
hair-G	887	Portuguese_ST	kɐˈβelu	12814					hair
hair-G	887	Provencal	CABEU	26143					hair
hair-G	887	Romansh	cavegl	26596					hair
hair-G	887	Spanish	ka'βeʎo	15973					hair
hair-G	887	Walloon	TCHIVE, DJ'VE	17910					hair
hair-H	1013	Breton_ST	blɛw	3013					hair
hair-H	1013	Cornish	blew	19686					hair
hair-J	1202	Old_Irish	folt	28202					hair
hair-J	1202	Scots_Gaelic	falt	23924					hair
hair-J	1202	Welsh_N	GWALLT	18502					hair
hair-L	1711	Irish_B	GRUAIG, GRUAIGE	8712					hair
hair-L	1711	Scots_Gaelic	gruag	23925					hair
hair-Q	3153	Catalan	pɛl	3993					hair
hair-Q	3153	Friulian	pêl	31649					hair
hair-Q	3153	Italian	'pelo	8908					hair
hair-Q	3153	Provencal	PEU	13014					hair
hair-Q	3153	Romansh	peil	26437					hair
hair-Q	3153	Rumanian_List	păr	13411					hair
hair-Q	3153	Sardinian_C	PILU	14002					hair
hair-Q	3153	Sardinian_N	PILU	14401					hair
hair-Q	3153	Spanish	PELO	26141					hair
hand-B	234	Afrikaans	HAND	266					hand
hand-B	234	Danish	hʌn	4779					hand
hand-B	234	Dutch_List	hɑnt	4979					hand
hand-B	234	English	hænd	5178					hand
hand-B	234	Faroese	hɔnd	5377					hand
hand-B	234	Flemish	HAND	5573					hand
hand-B	234	Frisian	hɔ:n	6364					hand
hand-B	234	German	hant	6557					hand
hand-B	234	Gothic	handus	19989					hand
hand-B	234	Icelandic_ST	hœnt	8320					hand
hand-B	234	Luxembourgish	Hand	24161					hand
hand-B	234	Norwegian	hånd	13214					hand
hand-B	234	Old_English	hand	21399					hand
hand-B	234	Old_High_German	hant	27957					hand
hand-B	234	Old_Norse	ho̜nd	21655					hand
hand-B	234	Schwyzerdutsch	hang	29073					hand
hand-B	234	Swedish	hand	16173					hand
hand-E	888	Catalan	ma	3994					hand
hand-E	888	French	mɛ̃	5772					hand
hand-E	888	Friulian	man	26231					hand
hand-E	888	Italian	'mano	8909					hand
hand-E	888	Ladin	MAUN	9490					hand
hand-E	888	Latin	ˈmanus	20417					hand
hand-E	888	Portuguese_ST	mɐ̃u	12815					hand
hand-E	888	Provencal	ma	13015					hand
hand-E	888	Romansh	maun	26438					hand
hand-E	888	Rumanian_List	ˈmɨ.nə	13412					hand
hand-E	888	Sardinian_C	MANU	14003					hand
hand-E	888	Sardinian_N	MANU	14402					hand
hand-E	888	Spanish	'mano	15974					hand
hand-E	888	Walloon	MIN	17911					hand
hand-F	1014	Breton_ST	dɔʁn	3014					hand
hand-F	1014	Cornish	dorn	19687					hand
hand-I	1712	Irish_B	l̪ˠɑːvˠ, l̪ˠæːw	8713					hand
